Имя катушки;Тип катушки;Мин.радиус изгиба;Толщина провода;Единицы измерения;Цвет;Плотность провода;Единицы измерения масса;Марка;Наименование;Обозначение;Сечение;Стандарт
PROVOD_BIF_1X0_2_BR;WIRE;3.84;1.28;MM;Коричневый;3.9e-06;KILOGRAM;БИФ;"Провод БИФ 1x0.2 бр ТУ 16-505.945-76";Provod_BIF_1x0_2_br;"1x0.2 бр";"ТУ 16-505.945-76";
