Имя катушки;Тип катушки;Мин.радиус изгиба;Толщина провода;Единицы измерения;Цвет;Плотность провода;Единицы измерения масса;Марка;Наименование;Обозначение;Сечение;Стандарт
PROVOD_APV_2;WIRE;11.1;3.7;MM;Черный;1.35e-05;GRAM;АПВ;"Провод АПВ 2 ГОСТ 6323-79";Provod_APV_2;2;"ГОСТ 6323-79";
